text,class
"RT @walisonbernard1: #SerMulherÉ ""Vai la com suas amiguinhas"" parabéns a todas as mulheres vocês são incriveis,menos a Dilma.",-1
RT @olhosvioleta_: Feliz dia das mulheres para todas as minhas seguidoras lindas e maravilhosas!  meu twitter parece um jardim: só tem flo _,3.3
RT @CapitalismoOP: Parabéns às mulheres q merecem respeito não só hj mas todos os dias do ano assim como os homens. Só unidos teremos uma s _,-1
"Porque apesar de ser bruto igual os pés da burra, quando era pequenininho aprendi que em mulher não se bate nem... https://t.co/x9SvwrUSLT",3.3
Feliz dia das mulheres pra você que se depila e não faz textão no Facebook!,3-6.1
#SerMulherÉ ter vagina . Quem tem pênis é homem!,3.3.1
"Pesado, mas real. Por isso estaremos ocupando as ruas neste dia! #8M https://t.co/1MfokO22kS",-1
"@MayaraRiib nossa, eu tb. acabou o ep e eu ainda tava chorando.",-1
"RT @bfrflavinha: filho nunca segurou e nunca vai segurar macho, ainda mais se for esses mlq da vida,mulher q engravida sabendo q o cara é s _",-1
"pau no cu de voces que tem um rostinho maravilhoso e um corpo lindo e ficam dizend ""eu so mt feia"" ""obg bb mas eu so horrivel"" ""eu so gorda""",3.3-8.2.1@3.3-8.3.1
"Oi pessoal, aqui é a Marisa Lobo, preciso de sua ajuda, se inscreva no meu canal no YouTube! _ https://t.co/RnxdA0YDh9",-1
"Parabéns a todas as mulheres desse mundo! Seja vc feia ou linda, nova ou velha, gorda ou magra, qero q saibam
Q respeito nunca pode faltar..",-1
@Leandroow3 vdd kkkkkkk esqueci de falar isso aí,-1
#SerMulherÉ nascer num corpo de mulher,3.3.1
#SerMulherÉ fazer xixi sentada,3.3.1
RT @XerequinhaC: Burra é a mulher que vira piranha pra provocar ex..,3.3
"#SerMulherÉ apoiar o Bolsonaro, um deputado que têm projetos de lei para punir estupradores...",-1
isso é ser FEMINISTA...e não mulher  https://t.co/Zk4QZYiwOe,-1
por isso que dizem que espelhos não são confiaveis eles te deixam feia e gorda https://t.co/eLOE7yCXuz,3.3-8.2.1@3.3-8.3.1
"#SerMulherÉ lutarmor por um Brasil de direita, com mais segurança nas ruas",-1
vo chega no garra daqui 7h toda perdida sem saber nd 3 mil conteúdo atrasado triste feia gorda e burra,3.3-8.2.1@3.3-8.3.1
Feliz dia das mulheres que vieram na embalagem certa! https://t.co/hl3A1wmiXz,3.3.1
gorda e feia se mata kemilly https://t.co/lJWUQ55utL,3.3-8.3.1
"Feliz Dia Da Mulher só p/ as mulheres brancas,pq o dia da mulher negra latino americana e caribenha,é dia 25 de julho!Segregação da esquerda",-1
gorda e feia nao cabe na tela do celular de tão gorda https://t.co/FBL2xg6MwL,3.3-8.2.1@3.3-8.3.1
estou me sentindo jundiaiense já. fui pra faculdade e perguntei se a coxinha era de frango. a mulher faltou me chamar de burra dizendo que+,3.3
@Mih_ArmstrongL me fala na agenda feminista que dia é o protesto na frente da mesquita islamica que vou la gritar junto @otmar03,-1
@Mih_ArmstrongL tambem nunca vi o FEMINISMO contra o FUNK...tu ja viu ? ..ou não é a valeska popozuda o simbolo do _ https://t.co/exyi1I4HO3,-1
Vou falar viu. Tem mulher que é muito burra e não dá valor naquilo que tem!! PQP!,3.3
#BBB17 GORDA FEIA ESCROTA IRRITANTE  FALSA AFF NOJO REAL https://t.co/xqO5rxtXm2,3.3-8.2.1@3.3-8.3.1
"@Mih_ArmstrongL @otmar03 não..só as feministas, como na figura...",-1
@Mih_ArmstrongL @otmar03 vamos a agenda feminista TIRADA DO PROPRIO SITE...e agora me diz onde ta a defesa da mulhe _ https://t.co/HpBXM1L6nz,-1
"~ Ai, fiz 1 piada sexista e machista mas não sou nada disso, vc que é burra e não tem senso de humor ~ FELIZ DIA DA MULHER",3.3
"@Mih_ArmstrongL @otmar03 defeitos do movimento feminista -> apoioar o aborto, drogas, escola sem partido, marcha das vadias, agenda esquerda",-1
@Mih_ArmstrongL @otmar03 Ainda bem que eu nao sou um FEMINISTO (homem que defende feminismo)..eu defendo a mulher e _ https://t.co/pX2ITtdVTg,3-6.1
@InesBolsonaro Feminismo é massa de manobra da esquerda. nunca vi feminista reclamando para entrar no exercito https://t.co/FRudxMT0Gj,3-6.1
@otmar03 @Djouka_PB tambem tm um video de bruno com a namorada de maos dadas... mas nao é da natureza dele tratar bem mulher kkkkk,3.3
"engraçado que eu percebo que qt + bonita a menina for
+ ela se acha feia/gorda
e quanto + feia
+ se acha 
pq meol deols",3.3-8.2.1@3.3-8.3.1
@Mih_ArmstrongL @otmar03 ahhh explicado..lesbica..OK mas ta valendo é mulher XX ... mas ainda é massa de manobra do JW. por isso fala merda,4.2.1
"RT @Marciariela: Os mais novos gostam de imitar aquilo vêem na televisão, pra mim não é uma boa ideia. https://t.co/XcRWNz2JgE",-1
"@InesBolsonaro tem mulheres boas...e tem mulher que rouba, que mente, que é dissimulada, que roubou aposentados, co _ https://t.co/LGvlHNi5b7",-1
Nas opiniões segue tudo normal. Fazendo piada de estupro coletivo daquela garota lá dos 33 q a mídia parou de falar e geral esqueceu e pior,-1
@Mih_ArmstrongL @otmar03 va dormir que é hora de criança de 15 anos ta na cama...bblock pq nao sou obrigado ,-1
Falei mal de macho e no DIA DA MULHER tava falando deles mas que burra n é msm,3.1
Tem gente tão chata e burra que nem entende porque tem um dia da mulher,3.3
"desculpa, não entendo meme de filho da puta https://t.co/DcCI3tpycL",-1
@bbb17aovivo quero ver a cara do recauque quando a emili pegar o lider e joga a roberta no paredao aquela vaca fausa gorda e feia rsrrsrsrsr,3.3-8.2.1@3.3-8.3.1
"@perryoutside @RachelSherazade @joicehasselmann Não é rotulo, é mais uma diferenciação..ja que nao posso compara-la _ https://t.co/eh4JYdj9zY",-1
"Não sei o resto da direita, mas eu só quero um dia não precisar mais me preocupar com politica...",-1
"@perryoutside @RachelSherazade @joicehasselmann Essas são corruptas, mentirosas, dissimuladas (DILMA), ladra de aposentados (Gleise),",-1
@pauloap vc nao consegue mais ver um filme sem que tenha politica no meio,-1
@editorahumanas feliz dia para as mulheres que sorriem !! https://t.co/KpZplmQk3A,3.3
"Eu só quero é ser feliz
Zuar sua barriga, sua orelha e seu nariz
E poder me orgulhar
De cortar o bolsa-família e botar o pobre pra trabalhar",-1
"@pauloap @FelipeHamachi fora que qdo eles fazem o favor de nao falarem de politica, surge uma galera achando alguma msg no filme",-1
"@pauloap @FelipeHamachi ""ain pq toy story mostra o capitalismo do menino que escraviza os brinquedos"" 
""pq sera que o woody não é negro?""",-1
@mvsmotta hahahahahahaha duvido que vou viver pra isso,-1
"@mvsmotta eu vivi o impeachment do Collor, meus pais me levavam em protesto hahahahahahah",-1
@perryoutside @RachelSherazade @joicehasselmann OK...existem mulheres de direita e de esquerda. Se vc nao é bandida..foi pra vc tambem,-1
RT @taiannerr: Tem mulher q é burra pqp,3.3
Uma mulher que não concorda com o feminismo não tem outra definição a não ser burra.,3.3
@otmar03 @GABRIELPlNHEIRO @pauloap @ajulysantos Esse perfil ta apurrinhando todo mundo de direita que posta algo sobre o dia das mulheres.,-1
"@girlwithamask1 @DanSouza1988 não dá mesmo, o encanto acabou total! E o engraçado é q ele dizia q quando estava com a Laura em Angola ela",-1
FELIZ DIA DA MULHER #SerMulherÉ não ser usada pelo feminismo de esquerda. https://t.co/mnGPAKvj7M,-1
"#SerMulherÉ No seu dia, o marido prepara um jantar romantico e no fim da noite...vc faz greve de sexo pra seguir o _ https://t.co/vnhizK0Lrz",3.3
Feliz dia internacional da mulher! https://t.co/zcICp6wAWp,-1
"Toda mulher deve ser respeitada independente de ser ou não feminista
Só as feministas que dizem lutar pelas mulheres não entendem isso",-1
"@otmar03 huahauhaauhauha
uahuahauhaa
vamos a agenda feminista que faz tudo menos defender mulher https://t.co/CIEzI6W2Gi",-1
"""trabalhando graças ao feminismo""
RH decide:
- vou escolher a mulher pq mesmo ela nao concluindo a faculdade, ela cagou na foto do bolsonaro",3-6.1
"""estudando graças ao feminismo""
ENEM 2018
- Ao invés da redação, faça um textão inventando um abuso sexual no banheiro da balada",3-6.1
pra mim o dia da mulher era dia 8 de maio shdjdk ache a burra,3.3
"e nem precisa ser macho pra postar/pensar dessa forma, tem muita mulher assim também *ache a burra*",3.3
RT @Entrevistamento: Quando a vaga não oferece estado democrático de direito https://t.co/sbhAPj3Btp,-1
"Crepúsculo:
Um vira lobo
Um vira vampiro
Ninguém vira homem",-1
Mariel tem uma mania feia de ficar me chamando de gorda ,3.3-8.3.1
"Eu já me sinto tao feia e gorda, aí as pessoas vem e me dizem ""vc é tão bonita, mas ta gorda"" 
Me da logo um tiro fdp
#askanamia",3.3-8.2.1@3.3-8.3.1
"Dia dos Namorados, Dia da Mulher e Dia do Glorioso. Benfica, desde 1904 a pôr à prova a robustez dos casamentos...",-1
"#QuartaDetremuraSDV
Mas Deus foi tao bom cmg. Pq hj ela ta mó gorda e feia.",3.3-8.2.1@3.3-8.3.1
RT @AstoonHabbo: Passando Camp Rock na Disney e eu só vendo o quanto ela era gorda e feia quando não tinha dinheiro,3.3-8.2.1@3.3-8.3.1
Cada dia mais patético esse Reinaldo... https://t.co/dXbsUKx9tg,-1
RT @OdeCarvalho: 1) O senso estético é a primeira e mais básica das qualidades intelectuais humanas. Bebês já sabem distinguir o bonito do _,-1
"RT @OdeCarvalho: 2) Se esquecerem como se faz isso, podem estudar lógica o resto da vida, que não passarão nunca de imbecis.",-1
"""IMAGINA SE TODO MUNDO SÓ COMESSE ALFACE?"" man, a mulher era tão burra que achava que os vegetarianos só comem alface
comazim",-1
"Porra, sou muito burra... Sempre esqueço coisas que nenhuma mulher esqueceria",3.3
"#SerMulherÉ ter condição de gerar uma vida dentro de si, ser biologicamente uma, sem essa palhaçada de ""transgênero _ https://t.co/iJO3UwHS6v",3.3.1
"A 1a mão foi no Dia dos Namorados,a 2a calha no Dia da Mulher.
O Benfica-Dortmund foi criado para testar os relacionamentos dos benfiquistas",-1
#SerMulherÉ é qualquer coisa longe disso aqui: https://t.co/EZAOX7lVdu,-1
"tem nada de gorda e feia, smp foi linda nenem —_   https://t.co/j1DnxATjkZ",3.3-8.2.1@3.3-8.3.1
"RT @Egocentricpapi: Mulher inteligente é outro mambo ya, não tem como! Burra não, pode ser bue bonita mas burra ta gato, pode morrer..",3.3
"Feliz seja o dia da mulherada, feia ou bonita, magra ou gorda, todas as mulheres merecem respeito. #QuartaDetremuraSDV",-1
"RT @2much4hoes: É ridiculo acharem gays e fufas diferentes de todo o resto, são pessoas normais mas com gostos diferentes! Deixem-se disso!",-1
"Feliz dia MULHERES !
E que o SENHOR nos proteja do
Islão no
Brasil !",-1
@Estadao que legal esse proselitismo barato sobre muçulmanas. Vamos falar sobre mutilação vaginal também? Falta de direitos no Islão?,-1
"Pergunta :
Porque que o beat da publicidade é samba e não algo vindo de Angola? https://t.co/9Ar4rfbFyj",-1
"RT @camilo__jesus: Ensinar mal as crianças. Se uma pessoa é homossexual ou não, para mim é indiferente. Sou somente contra propaganda e dra _",-1
tem mulher que e burra invés de seguir em frente anda pra  trás pra cometer o mesmo erro ,3.3
"Mulher burra mano! Em vez de mandar a porra do comprovante pra mim, manda pro diretório acadêmico do caralho da UNT!",3.3
RT @newdoppelganger: @Estadao que legal esse proselitismo barato sobre muçulmanas. Vamos falar sobre mutilação vaginal também? Falta de dir _,-1
"Sou boba, mas não sou burra. Ingênua, mas não santa. Sou pessoa de riso fácil... e choro também!
Prazer... eu sou Mulher!",-1
Odeio mulher burra,3.3
"Magra - gorda , com ou sem estrias , feia - bonita ... não importa porque vocês são perfeitas !
Feliz dia da mulher ",-1
acabei de pagar 20 reais em um carregador pq esqueci o meu. já começando o dia se sentindo a mulher mais burra do brasil,3.3
"#SerMulherÉ achar que por vc ser gorda está fora do ""normal"" e feia.",3.3-8.2.1@3.3-8.3.1
"RT @Ray_Souza1: Não acho burra a mulher q prefere se separa, do que vive de mentiras... 
Otaria é quem gosta de ser corna e se faz de feliz _",-1
"""Parabéns pra você, mulher. Parabéns pra você que é feia, gorda, não se cuida, coitada. Que não vai arranjar... https://t.co/CEoqvg3lGa",3.3-8.2.1@3.3-8.3.1
"E o detalhe, é que eu odeio a professora da aula de hoje! Puta mulher chata e burra",3.3
"Tpm é um saco, me sinto gorda e feia",3.3-8.2.1@3.3-8.3.1
"#SerMulherÉ dependendo da região poder ser chicoteada, obrigada a usar burca, apanhar legalmente do marido, não poder dirigir, etc",3.3
"Parabéns Mulheres de verdade
Mulher inteligente faz de seus dramas verdadeiras histórias
A mulher burra de suas his _ https://t.co/Nrw8KkpUpq",3.3
@BebelSherab bom dia jumenta! Kkkkkk feliz dia da mulher burra. Claro q é exclusividade sua! Kkkkkkkk,3.3
"Chamem-me burra , eu n sabia q era dia da mulher até mo desejarem",3.3
Como vocês sabem se apenas 5% dos homicídios são elucidados?? #InternationalWomensDay #SerMulherÉ #DiaDaMulher https://t.co/qILoqHzoBW,-1
Nesse dia das mulheres seria muito bom vocês pararem de retratar a mulher como louca/ciumenta/burra/frágil,3.3
"a lição de hoje da mulher mais burra do brasil é: não pulem de um ônibus em movimento, mesmo se você estiver no último degrau ou na anchieta",3.3
aula inaugural de técnica operatória já aprendi q mulher eh burra ou seja não entendi,3.3
"esse dia já começou mal por eu receber vários feliz dia da mulher mas posta piadinha de ""loura burra"" no wpp da família 
ah me erra!",3.3-8.1
"Love on Top mas de fufas, estou lá",4.2.1
"Não existem imigrantes, nem refugiados...existem vândalos em busca do que é alheio !",7.1@7.2
Q mulher burra essa dá série,3.3
Até às fufas que dizem ser homens pq gostam do mesmo que eles SÃO MULHERES E MERECEM NA MESMA UM FELIZ dia ,3.3@4.2.1
@RaquelRangel0 menina se não fosse o movimento feminista nem existiria o dia da mulher deixa de ser burra,3.3
"Acho muito legal as feministas que compartilham coisa do quebrando o tabu e chamam as outras de gorda, feia e briga por macho, parabéns p vc",3.3-8.2.1@3.3-8.3.1
"@clariissegarcia @CuriousCatMe de gorda tem msm não,mas feia....",3.3-8.2.1
"#SerMulherÉ TER (OU JÁ TER POSSUÍDO) ÚTERO, OVÁRIO, TROMPAS DE FALÓPIO ETC 
RESTO É GAMBIARRA
#InternationalWomensDay FELIZ DIA DAS MULHERES",3.3.1
"FELIZ DIA DAS MULHERES
PRA QUEM NASCEU HOMEM E ACHA QUE PRA SE MULHER BASTA COLOCAR UMA SAIA O SEU DIA É 1º DE ABRIL
#InternationalWomensDaY",3.3.1
@Vivianimonfrad1  ela tem a carinha bonitinha porque é magrinha  fosse uma feia gorda o povo já tinha escutado ela né mas como é bonitinha,3.3-8.2.1@3.3-8.3.1
"PARABÉNS ESPECIAL PRAS MULHERES QUE ME SEGUEM!
MULHERADA GUERREIRA BATALHADORA SEM TEMPO PRA MIMIM
QUERIA DAR UM BUQUÊ DI FLOR PRA CADA UMA!",-1
A coisa q mais me da odio na vida é mulher machista. Qnd escuto alguma falando merda fico com mt abuso - pq odeio gnt burra e ignorante tb,3.3
só faltava dizeres que angola não é cidade também xD https://t.co/AfVPpp1YoX,-1
"A professora de E.F escreveu meu nome errado, que mulher burra ",3.3
"Fufas decentes hj é o nosso dia, mulheres",4.2.1
"feliz dia das mulheres para Beatriz, que foi vitima de estupro coletivo por 33 caras no RJ. sem apoio algum e ainda com gente duvidando dela",-1
RT @_deadputa: só faltava dizeres que angola não é cidade também xD https://t.co/AfVPpp1YoX,-1
"A cada ""feliz dia da mulher menos pra feminista"" eu vejo o quão burra é a sociedade",3-6.1
"@mariaa_msj não quero, assim eu seria a feia e gorda do casal",3.3-8.2.1@3.3-8.3.1
"RT @anais_sts: @mariaa_msj não quero, assim eu seria a feia e gorda do casal",3.3-8.2.1@3.3-8.3.1
Se Angola não for considerado melhor destino europeu em 2018 eu desisto da vida,-1
"-  Hoje posso ta feia , gorda , falsa , metida etc.. Amanhã endiante você verá uma nova "" Poxa Bia "" ",-1
@NASA @Tanya_Dyagileva @DNPSP Tenho um pai e mãe tão bom não é que me dão amor Sérgio e Angola veia sem culpa Toni vamos a Zulmira querido!,-1
Feliz #DiaDasMulheres pras verdadeiras guerreiras que trabalham ou cuidam do lar enquanto as vagabundas lutam pra abortar e andar pelada,3.3
@OdeCarvalho prefiro ser magra feia a ser gorda bonita. Mesmo se as gordas se arrumarem ñ adianta pela falta d elegancia do porte físico,3.3-8.3.1
"O Canadá quer receber 40 mil refugiados,resumindo 40 mil desempregados.Isso não explicam para a população.",7.2
"Feliz dia das mulheres pra Tammy Gretchen
Que mesmo depois de várias alterações no chassi, continua sendo mulher!",-1
"Hj é mulher maravilhosa, mulher é isso e aquilo..amanhã é pq mulher é tudo burra, N pode dirigir, lugar de mulher é no fogão..hipócritas flw",3.3
@ElaineRufo @draguz @sansquer @denisrmonteiro OPA puta desculpa burra pra passar a mão na cabeça de mulher errada,-1
Dia da mulher eh dia de eu me irritar c hipocrisia e gente burra q não entende o real sentido desse dia,-1
mesma firma onde ouvimos 'se eu contratar alguém feia e gorda pro atendimento o [insira aqui o nome do dono] me mat _ https://t.co/tKLcjfEKBs,3.3-8.2.1@3.3-8.3.1
Feliz dia das mulheres! https://t.co/B4DysDuGw4,-1
"OLGA BENARIO
Vai toma no cu https://t.co/ux61TtGZLh",-1
@rainhadohate146 Tão mas tu és burra ou que ?Não percebeste o q eu disse? Tu és UMA MULHER ! É o teu dia ! Mas eu n stou a flr d nscr mulher,3.3
"#LittleMix VC q por  acaso acha q Jesy é feia, gorda, se parece com a mulher do Chuck VC esta cego com problemas me _ https://t.co/oiIN74x12O",3.3-8.2.1@3.3-8.3.1
